title,bestRating,ratingValue,ratingCount,country,date,budget,actors,link,ratingValue_qcut
Будьте моим мужем,10.0,7.674,41656.0,СССР,1981.0,,,/film/46237/,
Операция «Колибри»,10.0,6.596,42271.0,Бельгия,2018.0,,"['Джесси Айзенберг', 'Александр Скарсгард', 'Сальма Хайек', 'Майкл Мэндо', 'Йохан Хелденберг', 'Аиша Исса', 'Марк Слэк', 'Сара Голдберг', 'Фрэнк Скорпион', 'Кваси Сонгуи']",/film/1048853/,
Палмер,10.0,7.184,40741.0,США,2020.0,,"['Джастин Тимберлейк', 'Райдер Аллен', 'Алиша Вейнрайт', 'Джуно Темпл', 'Джун Скуибб', 'Лэнс Э. Николс', 'Дж.Д. Эвермор', 'Дин Уинтерс', 'Винн Эверетт']",/film/1202296/,
Дж. Эдгар,10.0,6.682,40715.0,США,2011.0,"(35000000, '$')","['Леонардо ДиКаприо', 'Арми Хаммер', 'Наоми Уоттс', 'Джуди Денч', 'Дермот Малруни', 'Джош Лукас', 'Майлз Фишер', 'Джош Хэмилтон', 'Джеффри Пирсон', 'Шерил Лосон']",/film/505796/,
Прогулка,10.0,7.676,42190.0,Россия,2003.0,,,/film/40966/,
Это всего лишь конец света,10.0,7.132,41569.0,Франция,2016.0,,"['Натали Бай', 'Венсан Кассель', 'Марион Котийяр', 'Леа Сейду', 'Гаспар Ульель', 'Антуан Дерошер', 'Уилльям Бойс Бланшетт', 'Саша Самар', 'Артур Куийяр', 'Патриция Туласне']",/film/905058/,
Как женить холостяка,10.0,6.066,39698.0,Канада,2018.0,,"['Вайнона Райдер', 'Киану Ривз', 'Диджей Далленбах', 'Тед Дюбо', 'Д. Рош Райт', 'Грег Люси', 'Донна Линн Джонс', 'Курт Дюбо', 'Майкл Могалл', 'Скотт Эндрюс']",/film/1048294/,
Белорусский вокзал,10.0,8.208,42099.0,СССР,1970.0,,,/film/46063/,
Дальняя дорога,10.0,7.416,42401.0,США,2015.0,"(34000000, '$')","['Скотт Иствуд', 'Бритт Робертсон', 'Алан Алда', 'Джек Хьюстон', 'Уна Чаплин', 'Мелисса Бенойст', 'Лолита Давидович', 'Элеа Оберон', 'Кейт Форбс', 'Тьяго Риани']",/film/739944/,
Кэрол,10.0,6.842,40808.0,Австралия,2014.0,"(11800000, '$')","['Кейт Бланшетт', 'Руни Мара', 'Кайл Чандлер', 'Сара Полсон', 'Джейк Лэси', 'Джон Магаро', 'Кори Майкл Смит', 'Кевин Краули', 'Ник Паич', 'Кэрри Браунштейн']",/film/682084/,
Царь,10.0,6.908,39596.0,Россия,2009.0,"(15000000, '$')",,/film/407285/,
Малыш,10.0,8.244,41956.0,США,1921.0,"(250000, '$')","['Чарльз Чаплин', 'Джеки Кугэн', 'Карл Миллер', 'Эдна Первиэнс', 'Альберт Остин', 'Бела Бейнс', 'Нелли Блай Бэйкер', 'Генри Бергман', 'Ф. Блинн']",/film/2127/,
Шахматист,10.0,7.58,40437.0,Франция,2019.0,,"['Ассад Ахмед', 'Жерар Депардье', 'Мизанур Рахаман', 'Изабель Нанти', 'Сара Туффик Отман-Шмитт', 'Виктор Эрру', 'Тьяго Туби', 'Александр Нод', 'Пьер Гомме', 'Аксель Керавец']",/film/914862/,
7 дней и ночей с Мэрилин,10.0,6.923,39562.0,США,2011.0,"(6400000, '£')","['Мишель Уильямс', 'Эдди Редмэйн', 'Джулия Ормонд', 'Кеннет Брана', 'Пип Торренс', 'Джеральдин Сомервилль', 'Майкл Кичен', 'Миранда Рэйсон', 'Карл Моффатт', 'Саймон Расселл Бил']",/film/523002/,
Внутри Льюина Дэвиса,10.0,6.959,41689.0,Франция,2012.0,"(11000000, '$')","['Оскар Айзек', 'Кэри Маллиган', 'Итэн Филлипс', 'Робин Бартлетт', 'Джон Гудман', 'Джастин Тимберлейк', 'Макс Казелла', 'Гаррет Хедлунд', 'Джерри Грэйсон', 'Ф. Мюррэй Абрахам']",/film/615583/,
Земля,10.0,7.135,38988.0,Канада,2020.0,,"['Робин Райт', 'Демиан Бичир', 'Сара Доун Пледж', 'Ким Диккенс', 'Уоррен Кристи', 'Финлэй Войтак-Хиссонг', 'Брэд Лелэнд', 'Джордан Буллчайлд', 'Дэйв Тримбл', 'Рикки-Линн Уорд']",/film/1261947/,
Китобой,10.0,6.363,41548.0,Бельгия,2020.0,"(50000000, '₽')",['Арье Вортхальтер'],/film/1309166/,
Охотник на лис,10.0,6.523,39872.0,США,2014.0,"(24000000, '$')","['Стив Карелл', 'Ченнинг Татум', 'Марк Руффало', 'Сиенна Миллер', 'Ванесса Редгрейв', 'Энтони Майкл Холл', 'Гай Бойд', 'Бретт Райс', 'Джексон Фрейзер', 'Самара Ли']",/film/638053/,
"Куда ты пропала, Бернадетт?",10.0,7.206,42127.0,США,2019.0,"(20000000, '$')","['Кейт Бланшетт', 'Билли Крудап', 'Эмма Нельсон', 'Кристен Уиг', 'Зои Чао', 'Дэвид Пэймер', 'Меган Маллалли', 'Лоренс Фишбёрн', 'Стив Зан', 'Джуди Грир']",/film/702904/,
Убить пересмешника,10.0,8.022,41046.0,США,1962.0,"(2000000, '$')","['Грегори Пек', 'Мэри Бэдам', 'Филлип Элфорд', 'Фрэнк Овертон', 'Брок Питерс', 'Джеймс Андерсон', 'Джон Меджна', 'Коллин Уилкокс Пэкстон', 'Роберт Дювалл', 'Розмари Мерфи']",/film/357/,
Шоколад,10.0,7.25,42225.0,Франция,2015.0,"(18500000, '$')","['Омар Си', 'Джеймс Тьерре', 'Клотильда Эсме', 'Оливье Гурме', 'Фредерик Пьеро', 'Ноэми Львовски', 'Элис де Ланкесэ', 'Алекс Деска', 'Оливье Рабурден', 'Тибо де Монталембер']",/film/889858/,
Волчок,10.0,6.985,41504.0,Россия,2009.0,,,/film/461862/,
Любовь по правилам и без,10.0,7.207,35913.0,США,2003.0,"(80000000, '$')","['Джек Николсон', 'Дайан Китон', 'Киану Ривз', 'Фрэнсис Макдорманд', 'Аманда Пит', 'Джон Фавро', 'Пол Майкл Глейзер', 'Рэйчел Тикотин', 'Ти-Джей Тайн', 'КаДи Стрикленд']",/film/2953/,
Завтра была война,10.0,8.065,37561.0,СССР,1987.0,,,/film/45244/,
Непрощённая,10.0,7.269,36606.0,США,2021.0,,"['Сандра Буллок', 'Виола Дэвис', 'Винсент Д’Онофрио', 'Джон Бернтал', 'Ричард Томас', 'Линда Эмонд', 'Эшлинг Франчози', 'Эмма Нельсон', 'Уилл Пуллен', 'Том Гайри']",/film/1332577/,
Хичкок,10.0,7.16,37307.0,Великобритания,2012.0,,"['Энтони Хопкинс', 'Хелен Миррен', 'Скарлетт Йоханссон', 'Тони Коллетт', 'Дэнни Хьюстон', 'Джессика Бил', 'Майкл Стулбарг', 'Майкл Уинкотт', 'Джеймс Д’Арси', 'Ричард Портноу']",/film/418783/,
Мистер Черч,10.0,7.763,38854.0,США,2015.0,"(8000000, '$')","['Эдди Мерфи', 'Бритт Робертсон', 'Наташа МакЭлхоун', 'Завьер Сэмюэл', 'Люси Фрай', 'Кристиан Мэдсен', 'Маккенна Грейс', 'Натали Кофлин', 'Мэдисон Вульф', 'Линкольн Мелчер']",/film/860683/,
Кэнди,10.0,7.588,36739.0,Австралия,2005.0,,"['Хит Леджер', 'Эбби Корниш', 'Джеффри Раш', 'Том Бадж', 'Роберто Меса-Монт', 'Тони Мартин', 'Нони Хейзлхерст', 'Холли Остин', 'Крэйг Морахэн', 'Джон Ли']",/film/88190/,
Это — Англия,10.0,7.546,36071.0,Великобритания,2006.0,"(1500000, '£')","['Томас Тургус', 'Стивен Грэм', 'Джозеф Гилган', 'Джо Хартли', 'Эндрю Шим', 'Вики МакКлюр', 'Розамунд Хэнсон', 'Эндрю Эллис', 'Перри Бенсон', 'Джордж Ньютон']",/film/197450/,
Эскортницы,10.0,6.387,35959.0,Польша,2021.0,,"['Паулина Галёнзкая', 'Катажина Фигура', 'Катажина Савчук', 'Ольга Калицкая', 'Джулио Мария Беррути', 'Юзеф Павловский', 'Андреа Прети', 'Якопо Риччотти', 'Лука Молинари', 'Александра Юста']",/film/1356700/,
Русалка,10.0,7.135,38757.0,Россия,2007.0,"(1700000, '$')",,/film/278156/,
Родитель,10.0,7.213,36508.0,Россия,2021.0,,,/film/1399249/,
Девушка без комплексов,10.0,5.68,37597.0,США,2015.0,"(35000000, '$')","['Эми Шумер', 'Билл Хейдер', 'Бри Ларсон', 'Колин Куинн', 'Джон Сина', 'Ванесса Байер', 'Майк Бирбилья', 'Эзра Миллер', 'Дэйв Аттелль', 'Тильда Суинтон']",/film/794249/,
Как потерять друзей и заставить всех тебя ненавидеть,10.0,6.543,36848.0,Великобритания,2008.0,"(28000000, '$')","['Саймон Пегг', 'Меган Фокс', 'Кирстен Данст', 'Джефф Бриджес', 'Джиллиан Андерсон', 'Лиза МакАллистер', 'Мириам Маргулис', 'Шарлотта Девани', 'Дэнни Хьюстон', 'Макс Мингелла']",/film/107413/,
Сопротивление,10.0,7.569,38712.0,США,2019.0,"(15000000, '€')","['Джесси Айзенберг', 'Клеманс Поэзи', 'Феликс Моати', 'Вица Керекеш', 'Маттиас Швайгхёфер', 'Геза Рёриг', 'Эд Харрис', 'Белла Рэмзи', 'Марта Иссова', 'Карл Маркович']",/film/1048854/,
Элитное общество,10.0,5.66,38074.0,Япония,2013.0,"(8000000, '$')","['Израэль Бруссар', 'Кэти Чанг', 'Эмма Уотсон', 'Таисса Фармига', 'Клэр Джулиен', 'Гэвин Россдэйл', 'Джорджия Рок', 'Лесли Манн', 'Карлос Миранда', 'Стэйси Эдвардс']",/film/654875/,
Прежде чем мы расстанемся,10.0,7.501,35917.0,США,2014.0,"(3000000, '$')","['Крис Эванс', 'Элис Ив', 'Эмма Фитцпатрик', 'Джон Каллам', 'Марк Кассен', 'Элайджа Морлэнд', 'Дэниэл Спинк', 'Грим Рипер К.', 'Дороти Фокс', 'Элли Вудс мл.']",/film/784389/,
Пёс-призрак: Путь самурая,10.0,7.748,36266.0,Япония,1999.0,,"['Форест Уитакер', 'Джон Торми', 'Исаак Де Банколе', 'Ричард Портноу', 'Триша Весси', 'RZA', 'Генри Сильва', 'Джин Руффини', 'Гэри Фармер', 'Фрэнк Адонис']",/film/4766/,
Верность,10.0,6.186,38405.0,Россия,2019.0,,,/film/1261581/,
Отец солдата,10.0,8.257,36288.0,СССР,1964.0,,,/film/44218/,
Творение Господне,10.0,8.206,36027.0,США,2004.0,,"['Ясин Бей', 'Алан Рикман', 'Гэбриэл Юнион', 'Кира Седжвик', 'Мерритт Уивер', 'Клэйтон ЛеБеф', 'Чарльз С. Даттон', 'Мэри Стюарт Мастерсон', 'Роберт Ф. Чю', 'Люрей Купер']",/film/233084/,
Филомена,10.0,7.47,38396.0,США,2013.0,"(12000000, '$')","['Джуди Денч', 'Стив Куган', 'Софи Кеннеди Кларк', 'Мэр Уиннингхэм', 'Барбара Джеффорд', 'Рут МакКейб', 'Питер Хэрман', 'Шон Махон', 'Анна Максвелл Мартин', 'Мишель Фэйрли']",/film/710432/,
Мандарины,10.0,8.063,37376.0,Грузия,2013.0,"(650000, '€')","['Георгий Накашидзе', 'Элмо Нюганен', 'Миша Месхи', 'Райво Трасс', 'Зура Бегалишвили', 'Давид Хахидзе', 'Джано Изория', 'Гия Гогишвили', 'Вамех Янгидзе']",/film/772017/,
Закрытые пространства,10.0,7.172,36839.0,Россия,2008.0,,,/film/414915/,
"Да, возможно...",10.0,7.409,36766.0,США,2007.0,,"['Райан Рейнольдс', 'Эбигейл Бреслин', 'Айла Фишер', 'Рэйчел Вайс', 'Элизабет Бэнкс', 'Кевин Клайн', 'Адам Феррара', 'Орла Кэссиди', 'Дэниэл Эрик Голд', 'Дерек Люк']",/film/261065/,
Белль и Себастьян,10.0,7.864,38780.0,Франция,2013.0,"(10430000, '€')","['Феликс Боссюэ', 'Чеки Карио', 'Марго Шателье', 'Дмитрий Сторож', 'Урбен Канселье', 'Андреас Пичман', 'Мехди Эль Глауи', 'Палома Пальма', 'Карин Адровер', 'Лоик Варро']",/film/794620/,
Сын,10.0,7.141,36354.0,Франция,2022.0,,"['Хью Джекман', 'Лора Дерн', 'Ванесса Кирби', 'Зен МакГрат', 'Энтони Хопкинс', 'Феликс Годдар', 'Макс Годдар', 'Шин-Фэй Чен', 'Уильям Хоуп', 'Нэнси Болдуин']",/film/4472975/,
Коллекторша,10.0,6.599,38566.0,США,2019.0,,"['Зои Дойч', 'Джай Кортни', 'Джуди Грир', 'Жермен Фаулер', 'Ной Рейд', 'Люсия Струс', 'Лорри Одом', 'Реймонд Эблэк', 'Николас Карелла']",/film/1172994/,
Особенные,10.0,7.74,37810.0,Бельгия,2019.0,,"['Венсан Кассель', 'Реда Катеб', 'Элен Венсан', 'Брайан Мьялундама', 'Альбан Иванов', 'Бенжамин Лесьер', 'Марко Локателли', 'Катрин Муше', 'Фредерик Пьеро', 'Сулиан Брахим']",/film/1170315/,
Линкольн,10.0,6.913,37486.0,Индия,2012.0,"(65000000, '$')","['Дэниэл Дэй-Льюис', 'Салли Филд', 'Дэвид Стрэтэйрн', 'Джозеф Гордон-Левитт', 'Джеймс Спэйдер', 'Хэл Холбрук', 'Томми Ли Джонс', 'Джон Хоукс', 'Джеки Эрл Хейли', 'Брюс МакГилл']",/film/102122/,
Возврат,10.0,7.146,37301.0,Великобритания,2005.0,,"['Шон Биггерстаф', 'Эмилия Фокс', 'Стюарт Гудвин', 'Майкл Лэмбурн', 'Майкл Диксон', 'Мишель Райан', 'Эрика Эллис', 'Джей Бауэн', 'Шон Эванс', 'Кеннет Фахи']",/film/105878/,
Так близко к горизонту,10.0,6.948,37986.0,Франция,2019.0,,"['Луна Ведлер', 'Янник Шуманн', 'Луиза Бефорт', 'Виктория Майер', 'Штефан Кампвирт', 'Кристин Хунольд', 'Денис Москитто', 'Фредерик Лау', 'Генри Хорн', 'Марта Мартин']",/film/1205590/,
Идеальный дворец Фердинанда Шеваля,10.0,7.913,37771.0,Бельгия,2018.0,,"['Жак Гамблен', 'Летиция Каста', 'Флоранс Томассен', 'Бернар Ле Кок', 'Наташа Линдинжер', 'Зели Риксон', 'Эрик Савен', 'Лука Пети Таборелли', 'Орельен Вик', 'Жюльен Персонас']",/film/1077074/,
Анна и король,10.0,7.766,36670.0,США,1999.0,"(92000000, '$')","['Джоди Фостер', 'Чоу Юнь-Фат', 'Бай Лин', 'Том Фелтон', 'Сайед Алви', 'Рэндолл Дак Ким', 'Лим Кай Сю', 'Мелисса Кэмпбелл', 'Кит Чин', 'Мано Маниам']",/film/5336/,
Всё будет хорошо,10.0,7.944,37199.0,Россия,1995.0,,,/film/41455/,
Освобождение: Огненная дуга,10.0,8.254,35331.0,Италия,1968.0,,"['Фриц Диц', 'Петер Штурм']",/film/94296/,
Утомленные солнцем 2: Цитадель,10.0,3.514,35908.0,Россия,2011.0,"(45000000, '$')",,/film/481101/,
Вне игры,10.0,6.671,33533.0,Канада,2020.0,,"['Бен Аффлек', 'Аль Мадригал', 'Янина Гаванкар', 'Микаэла Уоткинс', 'Брэндон Уилсон', 'Уилл Ропп', 'Фернандо Луис Вега', 'Чарльз Лотт мл.', 'Мелвин Грегг', 'Бен Ирвинг']",/film/1198524/,
Принцесса Монако,10.0,6.664,35492.0,Италия,2014.0,"(30000000, '$')","['Николь Кидман', 'Тим Рот', 'Фрэнк Ланджелла', 'Пас Вега', 'Паркер Поузи', 'Майло Вентимилья', 'Джеральдин Сомервилль', 'Николас Фэррел', 'Роберт Линдсей', 'Дерек Джекоби']",/film/645291/,
Мой король,10.0,7.049,33744.0,Франция,2015.0,,"['Венсан Кассель', 'Эмманюэль Берко', 'Луи Гаррель', 'Изильд Ле Беско', 'Кристель Сэйнт Луис Огустен', 'Патрик Рейналь', 'Ян Говен', 'Поль Ами', 'Джамел Барек', 'Слим Эль Хедли']",/film/821508/,
Только бог простит,10.0,6.003,34107.0,Бельгия,2012.0,"(4800000, '$')","['Райан Гослинг', 'Кристин Скотт Томас', 'Витхая Пансрингарм', 'Гордон Браун', 'Рхатха Пхонгам', 'Том Бёрк', 'Сахаяк Бунтханакит', 'Питчават Петчаяхон', 'Чарли Рыдпоканон', 'Ковит Ваттанакул']",/film/504288/,
Ларс и настоящая девушка,10.0,7.071,34101.0,Канада,2007.0,"(12000000, '$')","['Райан Гослинг', 'Эмили Мортимер', 'Пол Шнайдер', 'Патриша Кларксон', 'Р.Д. Рейд', 'Келли Гарнер', 'Нэнси Битти', 'Даг Леннокс', 'Джо Бостик', 'Лиз Гордон']",/film/256497/,
Девственницы-самоубийцы,10.0,7.046,34600.0,США,1999.0,"(9000000, '$')","['Джеймс Вудс', 'Кэтлин Тёрнер', 'Кирстен Данст', 'Джош Хартнетт', 'Майкл Паре', 'Скотт Гленн', 'Дэнни ДеВито', 'А.Дж. Кук', 'Ханна Р. Холл', 'Лесли Хейман']",/film/7311/,
Бультерьер,10.0,6.873,34898.0,Россия,2022.0,,,/film/1112676/,
Аббатство Даунтон,10.0,7.426,33982.0,Китай,2019.0,,"['Мишель Докери', 'Мэттью Гуд', 'Джеральдин Джеймс', 'Таппенс Мидлтон', 'Мэгги Смит', 'Имелда Стонтон', 'Элизабет Макговерн', 'Кейт Филлипс', 'Джоэнн Фрогатт', 'Марк Эдди']",/film/1033386/,
Бешеный бык,10.0,7.777,33570.0,США,1980.0,"(18000000, '$')","['Роберт Де Ниро', 'Кэти Мориарти', 'Джо Пеши', 'Фрэнк Винсент', 'Николас Коласанто', 'Тереса Сальдана', 'Марио Галло', 'Фрэнк Адонис', 'Джозеф Боно', 'Фрэнк Топхэм']",/film/374/,
Радио,10.0,7.987,34738.0,США,2003.0,"(35000000, '$')","['Кьюба Гудинг мл.', 'Эд Харрис', 'Элфри Вудард', 'С. Ипейта Меркерсон', 'Брент Секстон', 'Крис Малки', 'Сара Дрю', 'Райли Смит', 'Патрик Брин', 'Дебра Уингер']",/film/8067/,
Мария-Антуанетта,10.0,6.827,34279.0,Япония,2005.0,"(40000000, '$')","['Кирстен Данст', 'Джейсон Шварцман', 'Стив Куган', 'Джуди Дэвис', 'Рип Торн', 'Роуз Бирн', 'Азия Ардженто', 'Молли Шеннон', 'Себастьян Арместо', 'Дэнни Хьюстон']",/film/81561/,
Деловые люди,10.0,8.143,34748.0,СССР,1963.0,,,/film/44128/,
Рокки 5,10.0,6.827,34419.0,США,1990.0,"(42000000, '$')","['Сильвестр Сталлоне', 'Талия Шайр', 'Берт Янг', 'Сэйдж Сталлоне', 'Бёрджесс Мередит', 'Томми Моррисон', 'Ричард Гант', 'Тони Бертон', 'Джимми Гамбина', 'Делия Шеппард']",/film/7267/,
Здоровый человек,10.0,7.341,33987.0,Россия,2022.0,"(58500000, '₽')",,/film/2000122/,
Кто-нибудь видел мою девчонку?,10.0,6.712,35366.0,Россия,2020.0,"(80000000, '₽')",,/film/1234854/,
Али,10.0,7.485,34847.0,США,2001.0,"(107000000, '$')","['Уилл Смит', 'Джейми Фокс', 'Джон Войт', 'Марио Ван Пиблз', 'Рон Сильвер', 'Джеффри Райт', 'Майкелти Уильямсон', 'Джада Пинкетт Смит', 'Нона Гэй', 'Майкл Мишель']",/film/585/,
Лиля навсегда,10.0,7.445,35170.0,Дания,2002.0,,"['Любовь Агапова', 'Лилия Шинкарева', 'Элина Бененсон', 'Томас Нойман', 'Николай Бенцлер']",/film/739/,
Белый парень Рик,10.0,6.68,34896.0,США,2018.0,"(29000000, '$')","['Мэттью МакКонахи', 'Ричи Мерритт', 'Бел Паули', 'Дженнифер Джейсон Ли', 'Брайан Тайри Генри', 'Рори Кокрейн', 'АрДжей Сайлер', 'Джонатан Мэйджерс', 'Эдди Марсан', 'Тейлор Пейдж']",/film/1030157/,
Август. Восьмого,10.0,6.071,35181.0,Россия,2012.0,"(19000000, '$')",,/film/565158/,
Непристойное предложение,10.0,7.504,34505.0,США,1993.0,"(38000000, '$')","['Роберт Редфорд', 'Деми Мур', 'Вуди Харрельсон', 'Сеймур Кэссел', 'Оливер Платт', 'Билли Боб Торнтон', 'Рип Тейлор', 'Билли Коннолли', 'Джоэл Брукс', 'Пьер Эпштейн']",/film/4346/,
Пеликан,10.0,7.804,35398.0,Греция,2011.0,,"['Эмир Кустурица', 'Тибо Ле Геллек', 'Джейд-Роуз Паркер', 'Франсуа-Ксавье Демезон', 'Геннадий Пачис', 'Валериан де Вилленьюв', 'Ивис Нэдот', 'Димитрис Сарикизоуглоу', 'Сократис Пацикас', 'Стелиос Иаковидис']",/film/589657/,
Красивый мальчик,10.0,7.314,34669.0,США,2018.0,"(25000000, '$')","['Стив Карелл', 'Тимоти Шаламе', 'Мора Тирни', 'Эми Райан', 'Кейтлин Дивер', 'Андре Ройо', 'Тимоти Хаттон', 'Джек Дилан Грейзер', 'Лиза Гей Хэмилтон', 'Эми Форсайт']",/film/462654/,
Смерть на Ниле,10.0,7.697,35380.0,Великобритания,1978.0,"(7920000, '$')","['Питер Устинов', 'Джейн Биркин', 'Лоис Чайлз', 'Бетт Дэвис', 'Миа Фэрроу', 'Джон Финч', 'Оливия Хасси', 'И.С. Джохар', 'Джордж Кеннеди', 'Анджела Лэнсбери']",/film/6751/,
Влюблённый Шекспир,10.0,7.42,34375.0,Великобритания,1998.0,"(25000000, '$')","['Гвинет Пэлтроу', 'Джозеф Файнс', 'Джеффри Раш', 'Колин Фёрт', 'Бен Аффлек', 'Джуди Денч', 'Саймон Кэллоу', 'Джим Картер', 'Мартин Клунес', 'Энтони Шер']",/film/7662/,
Признайте меня виновным,10.0,7.128,35631.0,Германия,2006.0,"(13000000, '$')","['Вин Дизель', 'Питер Динклэйдж', 'Лайнас Роуч', 'Рон Сильвер', 'Аннабелла Шиорра', 'Алекс Рокко', 'Фрэнк Пьетранголаре', 'Ричард ДеДоменико', 'Джерри Грэйсон', 'Тони Рэй Росси']",/film/81917/,
Перед классом,10.0,8.084,34181.0,США,2008.0,,"['Джеймс Волк', 'Трит Уильямс', 'Доминик Скотт Кэй', 'Сара Дрю', 'Кэтлин Йорк', 'Джо Крест', 'Патриша Хитон', 'Джонни Пакар', 'Чарльз Генри Висон', 'Чарли Финн']",/film/428457/,
Последняя песня,10.0,7.369,35081.0,США,2010.0,"(20000000, '$')","['Майли Сайрус', 'Лиам Хемсворт', 'Грег Кинниэр', 'Бобби Коулмэн', 'Халлок Билс', 'Келли Престон', 'Ник Лашэвэй', 'Карли Чаикин', 'Кейт Вернон', 'Ник Сирси']",/film/455540/,
Звёздочки на земле,10.0,8.127,35056.0,Индия,2007.0,,"['Даршил Сафари', 'Аамир Кхан', 'Тиска Чопра', 'Випин Шарма', 'Сачет Енгинир', 'Танай Чхеда', 'Лалита Ладжми', 'Гириджа Оак', 'Рави Кханвилкар', 'Пратима Кулкарни']",/film/280562/,
"Гуд бай, Ленин!",10.0,7.798,34823.0,Германия,2003.0,"(4800000, '€')","['Даниэль Брюль', 'Катрин Засс', 'Мария Зимон', 'Флориан Лукас', 'Александр Байер', 'Бургхарт Клаусснер', 'Михаэль Гвиздек', 'Кристина Шорн', 'Юрген Хольц']",/film/1549/,
Со мною вот что происходит,10.0,7.269,35877.0,Россия,2012.0,,,/film/659909/,
Отель «Мэриголд»: Лучший из экзотических,10.0,7.426,33714.0,Великобритания,2011.0,"(10000000, '$')","['Джуди Денч', 'Билл Найи', 'Дев Патель', 'Том Уилкинсон', 'Мэгги Смит', 'Пенелопа Уилтон', 'Селия Имри', 'Рональд Пикап', 'Патрик Пирсон', 'Хью Диксон']",/film/568000/,
Подельники,10.0,6.548,34203.0,Россия,2022.0,,,/film/4324950/,
Искатель воды,10.0,6.898,32124.0,США,2014.0,"(22500000, '$')","['Рассел Кроу', 'Йылмаз Эрдоган', 'Джай Кортни', 'Дилан Джорджиадес', 'Джем Йылмаз', 'Жаклин Маккензи', 'Райан Корр', 'Майкл Дорман', 'Кристофер Соммерс']",/film/773074/,
Пианистка,10.0,7.213,33421.0,Германия,2001.0,,"['Изабель Юппер', 'Анни Жирардо', 'Бенуа Мажимель', 'Сюзанна Лотар', 'Удо Замель', 'Анна Сигалевич', 'Корнелия Конгден', 'Томас Вайнхаппель', 'Георг Фридрих', 'Филипп Хайсс']",/film/784/,
Макбет,10.0,7.116,32496.0,США,2015.0,"(15000000, '$')","['Майкл Фассбендер', 'Марион Котийяр', 'Пэдди Консидайн', 'Шон Харрис', 'Джек Рейнор', 'Элизабет Дебики', 'Дэвид Тьюлис', 'Росс Андерсон', 'Дэвид Хейман', 'Морис Роевз']",/film/760740/,
Рок-н-рольщики,10.0,7.769,32854.0,Великобритания,2015.0,,"['Фердия Уолш-Пило', 'Люси Бойнтон', 'Джек Рейнор', 'Эйдан Гиллен', 'Мария Дойл Кеннеди', 'Келли Торнтон', 'Бен Керолан', 'Иэн Кенни', 'Перси Чамбурука', 'Марк МакКенна']",/film/881374/,
Чаплин,10.0,7.955,31634.0,Италия,1992.0,"(31000000, '$')","['Роберт Дауни мл.', 'Энтони Хопкинс', 'Мойра Келли', 'Кевин Клайн', 'Пол Рис', 'Кевин Данн', 'Джеральдин Чаплин', 'Дэн Эйкройд', 'Дайан Лэйн', 'Милла Йовович']",/film/2058/,
Воин,10.0,2.905,32365.0,Россия,2015.0,"(115000000, '₽')",,/film/843175/,
Капоне. Лицо со шрамом,10.0,5.287,32059.0,Канада,2020.0,,"['Том Харди', 'Линда Карделлини', 'Кайл МакЛоклен', 'Мэтт Диллон', 'Кэтрин Нардуччи', 'Ал Сапиенца', 'Ноэль Фишер', 'Джино Кафарелли', 'Мэйсон Гуччионе', 'Джек Лауден']",/film/1007761/,
Решала,10.0,6.895,32113.0,Россия,2012.0,,,/film/717355/,
Дьявол носит Prada,10.0,7.688,564701.0,Франция,2006.0,"(35000000, '$')","['Мэрил Стрип', 'Энн Хэтэуэй', 'Эмили Блант', 'Стэнли Туччи', 'Саймон Бейкер', 'Эдриан Гренье', 'Трейси Томс', 'Рич Соммер', 'Дэниел Сунджата', 'Дэвид Маршалл Грант']",/film/104992/,"(7.654, 7.868]"
Реквием по мечте,10.0,7.994,347862.0,США,2000.0,"(4500000, '$')","['Джаред Лето', 'Марлон Уайанс', 'Дженнифер Коннелли', 'Эллен Бёрстин', 'Кристофер Макдональд', 'Луиза Лэссер', 'Марсия Джин Кертц', 'Джанет Сарно', 'Сюзанн Шеперд', 'Джоэнн Гордон']",/film/367/,"(7.986, 8.03]"
Брат,10.0,8.294,1058539.0,Россия,1997.0,,,/film/41519/,"(8.268, 8.464]"
Король говорит!,10.0,8.016,343447.0,США,2010.0,"(15000000, '$')","['Колин Фёрт', 'Джеффри Раш', 'Хелена Бонем Картер', 'Гай Пирс', 'Тимоти Сполл', 'Энтони Эндрюс', 'Майкл Гэмбон', 'Клэр Блум', 'Дерек Джекоби', 'Дженнифер Эль']",/film/485311/,"(7.986, 8.03]"
Крестный отец,10.0,8.709,365075.0,США,1972.0,"(6000000, '$')","['Марлон Брандо', 'Аль Пачино', 'Джеймс Каан', 'Роберт Дювалл', 'Ричард С. Кастеллано', 'Дайан Китон', 'Талия Шайр', 'Джон Казале', 'Аль Леттьери', 'Стерлинг Хейден']",/film/325/,"(8.672, 9.108]"
Прислуга,10.0,8.239,381237.0,Индия,2011.0,"(25000000, '$')","['Эмма Стоун', 'Виола Дэвис', 'Брайс Даллас Ховард', 'Октавия Спенсер', 'Джессика Честейн', 'Ана О’Райли', 'Эллисон Дженни', 'Сисси Спейсек', 'Сисели Тайсон', 'Мэри Стинберген']",/film/470553/,"(8.206, 8.268]"
